user_utterance,bot_response,source
"just yesterday, i told her i wouldn't trade her for all the money in the world.",that was a nice thing to say.,original
that was a nice thing to say.,that's what i thought.,original
that's what i thought.,what did she say?,original
what did she say?,she laughed! she didn't believe me.,original
she laughed! she didn't believe me.,that wasn't very nice of her.,original
that wasn't very nice of her.,she said that nothing is more important to me than money.,original
she said that nothing is more important to me than money.,what did you say?,original
what did you say?,i told her i wouldn't trade her for any other woman in the world.,original
some people have good noses.,i wish i had a good nose. mine is way too big.,original
i wish i had a good nose. mine is way too big.,i don't mean good-looking. i mean good-smelling.,original
i don't mean good-looking. i mean good-smelling.,oh. but that can be a curse.,original
oh. but that can be a curse.,"yes, because you can be too sensitive to odors.",original
"yes, because you can be too sensitive to odors.",i'll say. my girlfriend has a nose like a drug dog.,original
i'll say. my girlfriend has a nose like a drug dog.,did she catch you using drugs?,original
did she catch you using drugs?,sort of. she knows whenever i sneak a cigarette.,original
sort of. she knows whenever i sneak a cigarette.,you don't need a good nose for thatcigarettes stink.,original
you don't need a good nose for thatcigarettes stink.,"but when i sneak just one cigarette in the morning, she can smell it that evening!",original
"but when i sneak just one cigarette in the morning, she can smell it that evening!","boy, that is a good nose.",original
"boy, that is a good nose.",i told her she should apply for a job at customs.,original
let's go out to eat.,that sounds like fun.,original
that sounds like fun.,where do you want to go?,original
where do you want to go?,let me think a minute.,original
let me think a minute.,i feel like chinese.,original
i feel like chinese.,that sounds delicious.,original
that sounds delicious.,i know a good chinese restaurant.,original
i know a good chinese restaurant.,how far away is it?,original
how far away is it?,it's only 10 minutes from here.,original
it's only 10 minutes from here.,do we need reservations?,original
do we need reservations?,"oh, no. we can walk right in.",original
"oh, no. we can walk right in.",let's go now. i'm hungry!,original
i can't believe how long this line is.,"this is a popular restaurant, isn't it?",original
"this is a popular restaurant, isn't it?","yes, but it isn't a fast-food restaurant, is it?",original
"yes, but it isn't a fast-food restaurant, is it?",it's the slowest hamburger in town.,original
it's the slowest hamburger in town.,that's because they cook it while you wait.,original
that's because they cook it while you wait.,yes. that's why it's also the best hamburger in town.,original
yes. that's why it's also the best hamburger in town.,a great burger and great service.,original
a great burger and great service.,"yes, the workers are very polite.",original
"yes, the workers are very polite.",and they're clean.,original
and they're clean.,i've been coming here for years.,original
i've been coming here for years.,me too.,original
me too.,excuse me. they just called my number.,original
lunch was delicious.,thank you.,original
thank you.,what kind of soup was that?,original
what kind of soup was that?,it was tomato soup.,original
it was tomato soup.,that tasted so good.,original
that tasted so good.,i put lemon and butter in it.,original
i put lemon and butter in it.,"the sandwich was good, too.",original
"the sandwich was good, too.",everyone likes bacon and tomato sandwiches.,original
everyone likes bacon and tomato sandwiches.,especially on toast.,original
especially on toast.,"and the pickles were great, too.",original
"and the pickles were great, too.",tomorrow we'll have rice and fish for lunch.,original
tomorrow we'll have rice and fish for lunch.,i can't wait.,original
i'm calling the waiter.,what's the matter?,original
what's the matter?,this steak has too much fat.,original
